"Age","Attrition","DailyRate","Department","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MonthlyIncome","NumCompaniesWorked","Over18","OverTime","PerformanceRating","StandardHours","TotalWorkingYears","TrainingTimesLastYear","YearsInCurrentRole"
28,"No",773,"Research & Development",3,"Life Sciences",3,"Male",39,2,1,"Research Scientist",3,2703,1,"Y","Yes",3,80,3,2,1
18,"Yes",247,"Research & Development",1,"Medical",3,"Male",80,3,1,"Laboratory Technician",3,1904,1,"Y","No",3,80,0,0,0
33,"Yes",603,"Sales",4,"Marketing",1,"Female",77,3,2,"Sales Executive",1,8224,0,"Y","Yes",3,80,6,3,2
41,"No",167,"Research & Development",4,"Life Sciences",2,"Male",46,3,1,"Laboratory Technician",4,4766,3,"Y","Yes",3,80,6,4,0
31,"Yes",874,"Research & Development",3,"Medical",3,"Male",72,3,1,"Laboratory Technician",3,2610,1,"Y","No",3,80,2,5,2
37,"No",367,"Research & Development",2,"Medical",3,"Female",52,2,2,"Healthcare Representative",4,5731,7,"Y","No",3,80,9,2,2
27,"No",199,"Research & Development",3,"Life Sciences",4,"Male",55,2,1,"Research Scientist",3,2539,1,"Y","No",3,80,4,0,2
34,"No",1400,"Sales",1,"Life Sciences",2,"Female",70,3,2,"Sales Executive",3,5714,1,"Y","No",4,80,6,3,5
35,"No",528,"Human Resources",4,"Technical Degree",3,"Male",100,3,1,"Human Resources",3,4323,1,"Y","No",3,80,6,2,4
29,"Yes",408,"Sales",1,"Life Sciences",4,"Female",45,2,3,"Sales Executive",1,7336,1,"Y","No",3,80,11,3,8
40,"No",593,"Research & Development",4,"Medical",2,"Female",88,3,3,"Research Director",3,13499,9,"Y","No",3,80,20,3,7
42,"Yes",481,"Sales",3,"Life Sciences",3,"Male",44,3,4,"Sales Executive",1,13758,0,"Y","Yes",3,80,22,2,9
42,"No",647,"Sales",4,"Marketing",2,"Male",45,3,2,"Sales Executive",1,5155,7,"Y","No",3,80,9,3,4
35,"No",982,"Research & Development",4,"Medical",4,"Male",58,2,1,"Laboratory Technician",3,2258,6,"Y","No",3,80,10,2,0
24,"No",477,"Research & Development",3,"Medical",4,"Male",49,3,1,"Laboratory Technician",2,3597,8,"Y","No",4,80,6,2,3
28,"Yes",1485,"Research & Development",1,"Life Sciences",3,"Female",79,3,1,"Laboratory Technician",4,2515,1,"Y","Yes",3,80,1,4,1
26,"No",1384,"Research & Development",4,"Medical",1,"Male",82,4,1,"Laboratory Technician",4,4420,1,"Y","No",4,80,8,2,7
30,"No",852,"Sales",3,"Marketing",3,"Male",72,2,2,"Sales Executive",3,6578,1,"Y","No",3,80,10,3,3
40,"No",902,"Research & Development",2,"Medical",3,"Female",92,2,2,"Research Scientist",4,4422,3,"Y","Yes",3,80,16,3,1
35,"No",819,"Research & Development",3,"Life Sciences",3,"Male",44,2,3,"Manufacturing Director",2,10274,2,"Y","No",3,80,15,2,7
34,"No",669,"Research & Development",3,"Medical",4,"Male",97,2,2,"Healthcare Representative",1,5343,0,"Y","No",4,80,14,3,9
35,"No",636,"Research & Development",4,"Other",4,"Male",47,2,1,"Laboratory Technician",4,2376,1,"Y","No",3,80,2,2,2
43,"Yes",1372,"Sales",3,"Marketing",1,"Female",85,1,2,"Sales Executive",3,5346,8,"Y","No",3,80,7,2,3
32,"No",862,"Sales",1,"Life Sciences",3,"Female",76,3,1,"Sales Representative",1,2827,1,"Y","No",3,80,1,3,0
56,"No",718,"Research & Development",4,"Technical Degree",4,"Female",92,3,5,"Manager",1,19943,4,"Y","No",3,80,28,2,2
29,"No",1401,"Research & Development",1,"Medical",2,"Female",54,3,1,"Laboratory Technician",4,3131,1,"Y","No",3,80,10,5,8
19,"No",645,"Research & Development",2,"Life Sciences",3,"Male",54,3,1,"Research Scientist",1,2552,1,"Y","No",4,80,1,4,1
45,"No",1457,"Research & Development",3,"Medical",1,"Female",83,3,1,"Research Scientist",3,4477,4,"Y","Yes",3,80,7,2,2
37,"No",977,"Research & Development",3,"Life Sciences",4,"Female",56,2,2,"Manufacturing Director",4,6474,1,"Y","No",3,80,14,2,8
20,"No",805,"Research & Development",3,"Life Sciences",1,"Male",87,2,1,"Laboratory Technician",3,3033,1,"Y","No",3,80,2,2,2
44,"Yes",1097,"Research & Development",4,"Life Sciences",3,"Male",96,3,1,"Research Scientist",3,2936,1,"Y","Yes",3,80,6,4,4
53,"No",1223,"Research & Development",2,"Medical",4,"Female",50,3,5,"Manager",3,18606,3,"Y","No",3,80,26,6,7
29,"No",942,"Research & Development",1,"Life Sciences",2,"Female",69,1,1,"Research Scientist",4,2168,0,"Y","Yes",3,80,6,2,4
22,"Yes",1256,"Research & Development",4,"Life Sciences",3,"Male",48,2,1,"Research Scientist",4,2853,0,"Y","Yes",3,80,1,5,0
46,"No",1402,"Sales",3,"Marketing",3,"Female",69,3,4,"Manager",1,17048,8,"Y","No",4,80,28,2,15
44,"No",111,"Research & Development",3,"Life Sciences",4,"Male",74,1,1,"Research Scientist",3,2290,2,"Y","No",3,80,6,3,0
33,"No",147,"Human Resources",3,"Human Resources",2,"Male",99,3,1,"Human Resources",3,3600,1,"Y","No",3,80,5,2,4
41,"Yes",906,"Research & Development",2,"Life Sciences",1,"Male",95,2,1,"Research Scientist",1,2107,6,"Y","No",3,80,5,2,0
30,"No",1329,"Sales",4,"Life Sciences",3,"Male",61,3,2,"Sales Executive",1,4115,8,"Y","No",3,80,8,3,3
40,"No",1184,"Sales",4,"Medical",2,"Male",62,3,2,"Sales Executive",2,4327,5,"Y","No",3,80,5,2,0
50,"No",1421,"Research & Development",3,"Medical",4,"Female",30,3,4,"Manager",1,17856,2,"Y","No",4,80,32,3,2
28,"No",1179,"Research & Development",4,"Medical",4,"Male",78,2,1,"Laboratory Technician",1,3196,1,"Y","No",3,80,6,2,5
46,"No",1450,"Research & Development",2,"Life Sciences",4,"Male",52,3,5,"Research Director",2,19081,5,"Y","No",3,80,25,2,2
35,"No",1361,"Sales",4,"Life Sciences",3,"Male",94,3,2,"Sales Executive",1,8966,3,"Y","Yes",3,80,15,2,7
24,"Yes",984,"Research & Development",2,"Life Sciences",4,"Female",97,3,1,"Laboratory Technician",2,2210,1,"Y","No",3,80,1,3,0
33,"No",1146,"Sales",3,"Medical",2,"Female",82,3,2,"Sales Executive",3,4539,1,"Y","No",3,80,10,3,7
36,"No",917,"Research & Development",4,"Life Sciences",3,"Male",60,1,1,"Laboratory Technician",3,2741,1,"Y","No",3,80,7,4,7
30,"No",853,"Research & Development",4,"Life Sciences",3,"Male",49,3,2,"Laboratory Technician",3,3491,1,"Y","No",3,80,10,4,7
44,"No",200,"Research & Development",4,"Other",4,"Male",32,3,2,"Research Scientist",4,4541,1,"Y","No",4,80,20,3,11
20,"No",654,"Sales",3,"Marketing",3,"Male",43,4,1,"Sales Representative",4,2678,1,"Y","No",3,80,2,2,1
46,"No",150,"Research & Development",4,"Technical Degree",4,"Male",60,3,2,"Manufacturing Director",4,7379,2,"Y","No",3,80,12,3,3
42,"No",179,"Human Resources",5,"Medical",4,"Male",79,4,2,"Human Resources",1,6272,7,"Y","No",3,80,10,3,3
60,"No",696,"Sales",4,"Marketing",2,"Male",52,4,2,"Sales Executive",4,5220,0,"Y","Yes",3,80,12,3,7
32,"No",116,"Research & Development",3,"Other",3,"Female",77,2,1,"Laboratory Technician",2,2743,1,"Y","No",4,80,2,2,2
32,"No",1316,"Research & Development",2,"Life Sciences",4,"Female",38,3,2,"Research Scientist",3,4998,4,"Y","Yes",3,80,10,2,7
36,"No",363,"Research & Development",3,"Technical Degree",3,"Female",77,1,3,"Manufacturing Director",1,10252,2,"Y","Yes",4,80,17,2,7
33,"No",117,"Research & Development",3,"Medical",1,"Male",60,3,1,"Research Scientist",4,2781,0,"Y","No",3,80,15,5,10
40,"No",107,"Sales",3,"Technical Degree",2,"Female",84,2,2,"Sales Executive",2,6852,7,"Y","No",3,80,7,2,1
25,"No",1356,"Sales",4,"Life Sciences",3,"Male",57,3,2,"Sales Executive",4,4950,0,"Y","No",3,80,5,4,3
30,"No",1465,"Research & Development",3,"Medical",4,"Male",63,3,1,"Research Scientist",2,3579,0,"Y","Yes",4,80,12,2,9
42,"No",458,"Research & Development",5,"Medical",1,"Female",60,3,3,"Research Director",1,13191,3,"Y","Yes",3,80,20,6,0
35,"No",1212,"Sales",2,"Marketing",3,"Female",78,2,3,"Sales Executive",4,10377,4,"Y","Yes",3,80,16,6,2
27,"No",1103,"Research & Development",3,"Life Sciences",1,"Male",42,3,1,"Research Scientist",1,2235,1,"Y","Yes",3,80,9,3,7
54,"No",966,"Research & Development",4,"Life Sciences",4,"Female",53,3,3,"Manufacturing Director",3,10502,7,"Y","No",3,80,33,2,4
44,"No",1117,"Research & Development",1,"Life Sciences",1,"Female",72,4,1,"Research Scientist",4,2011,1,"Y","No",3,80,10,5,5
19,"Yes",504,"Research & Development",3,"Medical",1,"Female",96,2,1,"Research Scientist",2,1859,1,"Y","Yes",4,80,1,2,1
29,"No",1010,"Research & Development",3,"Life Sciences",1,"Female",97,3,1,"Research Scientist",4,3760,1,"Y","No",3,80,3,5,2
54,"No",685,"Research & Development",3,"Life Sciences",4,"Male",85,3,4,"Research Director",4,17779,3,"Y","No",3,80,36,2,9
31,"No",1332,"Research & Development",2,"Medical",3,"Male",80,3,2,"Healthcare Representative",1,6833,1,"Y","Yes",3,80,6,2,5
31,"No",1062,"Research & Development",3,"Medical",3,"Female",96,2,2,"Healthcare Representative",1,6812,1,"Y","No",3,80,10,2,9
59,"No",326,"Sales",3,"Life Sciences",3,"Female",48,2,2,"Sales Executive",4,5171,5,"Y","No",3,80,13,2,1
43,"No",920,"Research & Development",3,"Life Sciences",3,"Male",96,1,5,"Research Director",4,19740,3,"Y","No",3,80,25,2,7
49,"No",1098,"Research & Development",2,"Medical",1,"Male",85,2,5,"Manager",3,18711,2,"Y","No",3,80,23,2,0
36,"No",469,"Research & Development",3,"Technical Degree",3,"Male",46,3,1,"Research Scientist",2,3692,1,"Y","No",3,80,12,2,10
48,"No",969,"Research & Development",2,"Technical Degree",4,"Male",76,4,1,"Laboratory Technician",2,2559,5,"Y","No",3,80,7,4,0
27,"No",1167,"Research & Development",2,"Life Sciences",1,"Male",76,3,1,"Research Scientist",3,2517,1,"Y","No",3,80,5,2,3
29,"No",1329,"Research & Development",3,"Life Sciences",3,"Male",82,3,2,"Healthcare Representative",4,6623,1,"Y","Yes",3,80,6,2,0
48,"No",715,"Research & Development",3,"Life Sciences",4,"Male",76,2,5,"Research Director",4,18265,6,"Y","No",3,80,25,3,0
29,"No",694,"Research & Development",3,"Life Sciences",4,"Female",87,2,4,"Research Director",4,16124,3,"Y","No",3,80,9,2,7
34,"No",1320,"Research & Development",3,"Technical Degree",3,"Female",89,4,1,"Research Scientist",3,2585,0,"Y","No",3,80,2,5,0
44,"No",1099,"Sales",3,"Marketing",2,"Male",88,3,5,"Manager",2,18213,7,"Y","No",3,80,26,5,9
33,"No",536,"Sales",5,"Marketing",4,"Male",82,4,3,"Sales Executive",3,8380,0,"Y","Yes",3,80,10,3,8
19,"No",265,"Research & Development",3,"Life Sciences",2,"Female",57,4,1,"Research Scientist",4,2994,1,"Y","Yes",3,80,1,2,0
23,"No",373,"Research & Development",2,"Life Sciences",4,"Male",47,3,1,"Research Scientist",3,1223,1,"Y","No",4,80,1,2,0
25,"Yes",599,"Sales",1,"Life Sciences",3,"Male",73,1,1,"Sales Representative",4,1118,1,"Y","Yes",3,80,1,4,0
26,"No",583,"Research & Development",2,"Life Sciences",3,"Male",53,3,1,"Research Scientist",4,2875,1,"Y","Yes",4,80,8,2,5
45,"Yes",1449,"Sales",3,"Marketing",1,"Female",94,1,5,"Manager",2,18824,2,"Y","Yes",3,80,26,2,10
55,"No",177,"Research & Development",1,"Medical",4,"Male",37,2,4,"Healthcare Representative",2,13577,1,"Y","Yes",3,80,34,3,9
21,"Yes",251,"Research & Development",2,"Life Sciences",1,"Female",45,2,1,"Laboratory Technician",3,2625,1,"Y","No",4,80,2,2,2
46,"No",168,"Sales",2,"Marketing",4,"Female",33,2,5,"Manager",2,18789,2,"Y","No",3,80,26,2,4
34,"No",131,"Sales",3,"Marketing",3,"Female",86,3,2,"Sales Executive",1,4538,0,"Y","Yes",3,80,4,3,2
51,"No",237,"Sales",3,"Life Sciences",4,"Male",83,3,5,"Manager",2,19847,4,"Y","Yes",4,80,31,5,10
59,"No",1429,"Research & Development",4,"Medical",4,"Male",67,3,3,"Manufacturing Director",4,10512,6,"Y","No",3,80,25,6,7
34,"No",135,"Research & Development",3,"Medical",3,"Female",46,3,2,"Laboratory Technician",2,4444,4,"Y","No",3,80,15,2,8
28,"No",791,"Research & Development",4,"Medical",4,"Male",44,3,1,"Laboratory Technician",3,2154,0,"Y","Yes",3,80,5,2,2
44,"No",1199,"Research & Development",2,"Life Sciences",3,"Male",92,4,5,"Manager",1,19190,1,"Y","No",3,80,26,4,9
34,"No",648,"Human Resources",3,"Life Sciences",3,"Male",56,2,2,"Human Resources",2,4490,4,"Y","No",3,80,14,5,9
35,"No",735,"Research & Development",1,"Life Sciences",3,"Male",66,3,1,"Research Scientist",3,3506,0,"Y","Yes",3,80,4,3,2
42,"No",603,"Research & Development",4,"Medical",2,"Female",78,4,2,"Research Scientist",2,2372,6,"Y","Yes",3,80,18,2,0
43,"No",531,"Sales",4,"Marketing",4,"Female",56,2,3,"Sales Executive",4,10231,3,"Y","No",3,80,23,3,7
36,"No",429,"Research & Development",4,"Life Sciences",3,"Female",53,3,2,"Manufacturing Director",2,5410,9,"Y","Yes",3,80,18,2,14
44,"Yes",621,"Research & Development",3,"Medical",1,"Female",73,3,3,"Healthcare Representative",4,7978,1,"Y","No",3,80,10,2,7
28,"No",193,"Research & Development",3,"Life Sciences",4,"Male",52,2,1,"Laboratory Technician",4,3867,1,"Y","Yes",3,80,2,2,2
51,"No",968,"Research & Development",2,"Medical",2,"Female",40,2,1,"Laboratory Technician",3,2838,0,"Y","No",3,80,8,6,0
30,"No",879,"Research & Development",2,"Medical",3,"Female",72,3,2,"Manufacturing Director",3,4695,7,"Y","Yes",3,80,10,3,4
29,"Yes",806,"Research & Development",3,"Technical Degree",2,"Female",39,3,1,"Laboratory Technician",3,3339,3,"Y","Yes",3,80,10,2,7
28,"No",640,"Research & Development",3,"Technical Degree",4,"Male",84,3,1,"Research Scientist",1,2080,2,"Y","No",3,80,5,2,2
25,"No",266,"Research & Development",3,"Medical",4,"Female",40,3,1,"Research Scientist",2,2096,1,"Y","No",3,80,2,3,2
32,"No",604,"Sales",3,"Medical",3,"Male",56,4,2,"Sales Executive",4,6209,1,"Y","No",3,80,10,4,7
45,"No",364,"Research & Development",3,"Medical",2,"Female",83,3,5,"Manager",2,18061,3,"Y","No",4,80,22,4,0
39,"No",412,"Research & Development",4,"Medical",3,"Female",94,2,4,"Manager",2,17123,6,"Y","Yes",3,80,21,4,9
58,"No",848,"Research & Development",4,"Life Sciences",1,"Male",88,3,1,"Research Scientist",3,2372,1,"Y","No",3,80,2,3,2
32,"Yes",1089,"Research & Development",2,"Life Sciences",4,"Male",79,3,2,"Laboratory Technician",3,4883,1,"Y","No",3,80,10,3,4
39,"Yes",360,"Research & Development",3,"Medical",3,"Male",93,3,1,"Research Scientist",1,3904,0,"Y","No",3,80,6,2,2
30,"No",1138,"Research & Development",3,"Technical Degree",1,"Female",48,2,2,"Laboratory Technician",4,4627,0,"Y","No",3,80,10,6,2
36,"No",325,"Research & Development",4,"Technical Degree",4,"Female",63,3,3,"Healthcare Representative",3,7094,3,"Y","No",3,80,10,0,7
46,"No",991,"Human Resources",2,"Life Sciences",4,"Female",44,3,1,"Human Resources",1,3423,6,"Y","No",3,80,10,3,6
28,"No",1476,"Research & Development",3,"Life Sciences",3,"Female",55,1,2,"Laboratory Technician",4,6674,0,"Y","No",3,80,10,6,8
50,"No",1322,"Research & Development",3,"Life Sciences",4,"Female",43,3,4,"Research Director",1,16880,4,"Y","Yes",3,80,25,2,2
40,"Yes",299,"Sales",4,"Marketing",4,"Male",57,2,3,"Sales Executive",2,9094,2,"Y","Yes",3,80,9,2,4
52,"Yes",1030,"Sales",3,"Life Sciences",2,"Male",64,3,3,"Sales Executive",2,8446,9,"Y","Yes",3,80,10,2,7
30,"No",634,"Research & Development",4,"Medical",2,"Female",95,3,3,"Manager",1,11916,1,"Y","Yes",4,80,9,2,1
39,"No",524,"Research & Development",2,"Life Sciences",1,"Male",32,3,2,"Manufacturing Director",3,4534,0,"Y","No",3,80,9,6,7
31,"No",587,"Sales",4,"Life Sciences",4,"Female",57,3,3,"Sales Executive",3,9852,1,"Y","Yes",3,80,10,5,8
41,"No",256,"Sales",2,"Medical",3,"Male",40,1,2,"Sales Executive",2,6151,1,"Y","No",3,80,19,4,2
31,"Yes",1060,"Sales",3,"Life Sciences",4,"Female",54,3,1,"Sales Representative",2,2302,1,"Y","Yes",3,80,3,2,2
44,"Yes",935,"Research & Development",3,"Life Sciences",1,"Male",89,3,1,"Laboratory Technician",1,2362,4,"Y","No",3,80,10,4,2
42,"No",495,"Research & Development",1,"Life Sciences",3,"Male",37,3,4,"Manager",3,17861,0,"Y","Yes",3,80,21,3,8
55,"No",282,"Research & Development",2,"Medical",4,"Female",58,1,5,"Manager",3,19187,4,"Y","No",3,80,23,5,9
56,"No",206,"Human Resources",4,"Life Sciences",4,"Male",99,3,5,"Manager",2,19717,6,"Y","No",3,80,36,4,3
40,"No",458,"Research & Development",2,"Life Sciences",3,"Male",74,3,1,"Research Scientist",3,3544,9,"Y","No",3,80,6,0,2
34,"No",943,"Research & Development",3,"Life Sciences",4,"Male",86,3,3,"Healthcare Representative",4,8500,0,"Y","No",3,80,10,0,7
40,"No",523,"Research & Development",3,"Life Sciences",3,"Male",98,3,2,"Research Scientist",4,4661,1,"Y","No",3,80,9,4,8
41,"No",1018,"Sales",3,"Marketing",3,"Female",66,3,2,"Sales Executive",1,4103,0,"Y","No",3,80,10,2,3
35,"No",482,"Research & Development",4,"Life Sciences",3,"Male",87,3,2,"Research Scientist",3,4249,1,"Y","Yes",3,80,9,3,6
51,"No",770,"Human Resources",3,"Life Sciences",3,"Male",84,3,4,"Manager",2,14026,1,"Y","Yes",3,80,33,2,9
38,"No",1009,"Sales",2,"Life Sciences",2,"Female",31,3,2,"Sales Executive",1,6893,3,"Y","No",3,80,11,3,7
34,"No",507,"Sales",2,"Medical",3,"Female",66,3,2,"Sales Executive",1,6125,1,"Y","No",3,80,10,6,8
25,"No",882,"Research & Development",1,"Medical",4,"Male",67,3,1,"Laboratory Technician",4,3669,3,"Y","No",3,80,7,6,2
58,"Yes",601,"Research & Development",4,"Medical",3,"Female",53,2,3,"Manufacturing Director",1,10008,7,"Y","Yes",3,80,31,0,9
40,"No",329,"Research & Development",4,"Life Sciences",2,"Male",88,3,1,"Laboratory Technician",2,2387,3,"Y","No",4,80,7,3,2
36,"No",607,"Sales",3,"Marketing",1,"Female",83,4,2,"Sales Executive",1,4639,2,"Y","No",3,80,17,2,7
48,"No",855,"Research & Development",3,"Life Sciences",4,"Male",54,3,3,"Manufacturing Director",4,7898,1,"Y","No",3,80,11,2,9
27,"No",1291,"Sales",3,"Medical",3,"Female",98,4,1,"Sales Representative",4,2534,8,"Y","No",3,80,5,4,0
51,"No",1405,"Research & Development",2,"Technical Degree",4,"Female",82,2,4,"Manufacturing Director",2,13142,3,"Y","No",3,80,29,1,2
18,"No",1124,"Research & Development",3,"Life Sciences",4,"Female",97,3,1,"Laboratory Technician",4,1611,1,"Y","No",3,80,0,5,0
35,"No",817,"Research & Development",3,"Medical",4,"Female",60,2,2,"Laboratory Technician",4,5363,0,"Y","No",3,80,10,0,7
27,"No",793,"Sales",1,"Life Sciences",4,"Male",43,1,2,"Sales Executive",4,5071,3,"Y","No",4,80,8,3,2
55,"Yes",267,"Sales",4,"Marketing",1,"Male",85,4,4,"Sales Executive",3,13695,6,"Y","Yes",3,80,24,2,7
56,"No",1369,"Research & Development",3,"Life Sciences",4,"Male",68,3,4,"Manufacturing Director",2,13402,4,"Y","Yes",3,80,33,0,16
34,"No",999,"Research & Development",1,"Technical Degree",1,"Female",92,2,1,"Research Scientist",3,2029,1,"Y","No",4,80,5,2,4
40,"No",1202,"Research & Development",1,"Medical",2,"Female",89,4,2,"Healthcare Representative",3,6377,5,"Y","No",4,80,15,0,11
34,"No",285,"Research & Development",3,"Medical",2,"Male",86,3,2,"Laboratory Technician",3,5429,4,"Y","No",3,80,10,1,7
31,"Yes",703,"Sales",3,"Life Sciences",3,"Female",90,2,1,"Sales Representative",4,2785,7,"Y","No",3,80,3,3,0
35,"Yes",662,"Sales",4,"Marketing",4,"Female",67,3,2,"Sales Executive",3,4614,0,"Y","Yes",3,80,5,0,2
38,"No",693,"Research & Development",3,"Life Sciences",4,"Male",57,4,1,"Research Scientist",3,2610,1,"Y","No",3,80,4,2,2
34,"No",404,"Research & Development",4,"Technical Degree",3,"Female",98,3,2,"Healthcare Representative",4,6687,1,"Y","No",3,80,14,2,11
28,"No",736,"Sales",3,"Life Sciences",3,"Male",48,2,2,"Sales Executive",1,4724,1,"Y","No",3,80,5,0,3
31,"Yes",330,"Research & Development",4,"Medical",4,"Male",98,3,2,"Manufacturing Director",3,6179,1,"Y","Yes",3,80,10,3,2
39,"No",1498,"Sales",4,"Life Sciences",1,"Male",44,2,2,"Sales Executive",4,6120,3,"Y","Yes",3,80,8,2,4
51,"No",541,"Sales",3,"Marketing",2,"Male",52,3,3,"Sales Executive",2,10596,2,"Y","No",3,80,14,5,2
41,"No",1200,"Research & Development",3,"Life Sciences",4,"Female",75,3,2,"Research Scientist",4,5467,3,"Y","Yes",3,80,12,4,2
37,"No",1439,"Research & Development",1,"Life Sciences",3,"Male",54,3,1,"Research Scientist",3,2996,7,"Y","Yes",3,80,8,2,4
33,"No",1111,"Sales",1,"Life Sciences",2,"Male",61,3,2,"Sales Executive",4,9998,6,"Y","No",3,80,8,2,4
32,"No",499,"Sales",1,"Marketing",3,"Male",36,3,2,"Sales Executive",2,4078,0,"Y","Yes",3,80,4,3,2
39,"No",1485,"Research & Development",2,"Life Sciences",3,"Male",71,3,3,"Healthcare Representative",3,10920,3,"Y","No",4,80,13,2,4
25,"No",1372,"Sales",1,"Life Sciences",1,"Male",93,4,2,"Sales Executive",3,6232,2,"Y","No",3,80,6,3,2
52,"No",322,"Research & Development",2,"Medical",4,"Female",59,4,4,"Manufacturing Director",3,13247,2,"Y","Yes",3,80,24,3,3
43,"No",930,"Research & Development",3,"Medical",1,"Female",73,2,2,"Research Scientist",3,4081,1,"Y","Yes",3,80,20,3,7
27,"No",205,"Sales",3,"Marketing",4,"Female",98,2,2,"Sales Executive",4,5769,1,"Y","Yes",3,80,6,3,2
27,"Yes",135,"Research & Development",4,"Life Sciences",4,"Female",51,3,1,"Research Scientist",3,2394,1,"Y","Yes",3,80,8,2,2
26,"No",683,"Research & Development",1,"Medical",1,"Male",36,2,1,"Research Scientist",4,3904,0,"Y","No",3,80,5,2,3
42,"No",1147,"Human Resources",3,"Human Resources",3,"Female",31,3,4,"Manager",1,16799,0,"Y","No",3,80,21,5,7
52,"No",258,"Research & Development",4,"Other",3,"Female",54,3,1,"Laboratory Technician",1,2950,9,"Y","No",3,80,12,2,4
37,"No",1462,"Research & Development",3,"Medical",1,"Female",94,3,1,"Laboratory Technician",3,3629,4,"Y","No",3,80,8,6,2
35,"No",200,"Research & Development",2,"Life Sciences",3,"Male",60,3,3,"Manufacturing Director",4,9362,2,"Y","No",3,80,10,2,2
25,"No",949,"Research & Development",3,"Technical Degree",1,"Male",81,3,1,"Laboratory Technician",4,3229,4,"Y","No",3,80,7,2,2
26,"No",652,"Research & Development",3,"Other",3,"Male",100,4,1,"Laboratory Technician",1,3578,0,"Y","No",3,80,8,2,7
29,"No",332,"Human Resources",3,"Other",2,"Male",51,2,3,"Human Resources",1,7988,1,"Y","No",3,80,10,3,9
49,"Yes",1475,"Research & Development",2,"Life Sciences",1,"Male",97,2,2,"Laboratory Technician",1,4284,3,"Y","No",4,80,20,2,3
29,"Yes",337,"Research & Development",1,"Other",3,"Female",84,3,3,"Healthcare Representative",4,7553,0,"Y","Yes",3,80,9,1,7
54,"No",971,"Research & Development",3,"Medical",4,"Female",54,3,4,"Research Director",4,17328,6,"Y","No",3,80,29,3,7
58,"No",1055,"Research & Development",3,"Medical",4,"Female",76,3,5,"Research Director",1,19701,3,"Y","Yes",4,80,32,3,8
55,"No",1136,"Research & Development",4,"Medical",2,"Male",81,4,4,"Research Director",4,14732,2,"Y","No",3,80,31,4,7
36,"No",1174,"Sales",4,"Marketing",1,"Female",99,3,2,"Sales Executive",2,9278,3,"Y","Yes",3,80,15,3,4
31,"Yes",667,"Sales",4,"Life Sciences",2,"Female",50,1,1,"Sales Representative",3,1359,1,"Y","No",3,80,1,3,0
30,"No",855,"Sales",4,"Marketing",4,"Female",73,3,2,"Sales Executive",1,4779,7,"Y","No",3,80,8,3,2
31,"No",182,"Research & Development",5,"Life Sciences",1,"Female",93,3,4,"Research Director",2,16422,3,"Y","No",3,80,9,3,2
34,"No",560,"Research & Development",4,"Other",4,"Male",91,3,1,"Research Scientist",1,2996,5,"Y","No",3,80,10,2,3
31,"Yes",202,"Research & Development",3,"Life Sciences",1,"Female",34,2,1,"Research Scientist",2,1261,1,"Y","No",3,80,1,3,0
27,"No",1377,"Research & Development",1,"Life Sciences",2,"Male",91,3,1,"Laboratory Technician",1,2099,0,"Y","No",3,80,6,3,0
36,"No",172,"Research & Development",4,"Life Sciences",1,"Male",37,2,2,"Laboratory Technician",4,5810,1,"Y","No",3,80,10,2,4
36,"No",329,"Sales",4,"Marketing",3,"Female",98,2,2,"Sales Executive",1,5647,4,"Y","No",3,80,11,3,2
47,"No",465,"Research & Development",3,"Technical Degree",1,"Male",74,3,1,"Research Scientist",4,3420,7,"Y","No",3,80,17,2,5
25,"Yes",383,"Sales",2,"Life Sciences",1,"Male",68,2,1,"Sales Representative",1,4400,3,"Y","No",3,80,6,2,2
37,"No",1413,"Research & Development",2,"Technical Degree",3,"Male",84,4,1,"Laboratory Technician",3,3500,0,"Y","No",3,80,7,2,5
56,"No",1255,"Research & Development",2,"Life Sciences",1,"Female",90,3,1,"Research Scientist",1,2066,2,"Y","No",4,80,5,3,2
47,"No",359,"Research & Development",4,"Medical",1,"Female",82,3,4,"Research Director",3,17169,3,"Y","No",3,80,26,2,17
24,"No",1476,"Sales",1,"Medical",4,"Female",42,3,2,"Sales Executive",3,4162,1,"Y","Yes",3,80,5,3,4
32,"No",601,"Sales",5,"Marketing",4,"Male",97,3,2,"Sales Executive",4,9204,4,"Y","No",3,80,7,3,3
34,"No",401,"Research & Development",3,"Life Sciences",4,"Female",86,2,1,"Laboratory Technician",2,3294,5,"Y","No",3,80,7,2,4
41,"No",1283,"Research & Development",5,"Medical",2,"Male",90,4,1,"Research Scientist",3,2127,2,"Y","Yes",3,80,7,5,2
40,"No",663,"Research & Development",4,"Other",3,"Male",81,3,2,"Laboratory Technician",3,3975,3,"Y","No",3,80,11,2,7
31,"No",326,"Sales",2,"Life Sciences",1,"Male",31,3,3,"Sales Executive",4,10793,1,"Y","No",3,80,13,5,7
46,"Yes",377,"Sales",3,"Marketing",1,"Male",52,3,3,"Sales Executive",4,10096,4,"Y","No",3,80,28,1,7
39,"Yes",592,"Research & Development",3,"Life Sciences",1,"Female",54,2,1,"Laboratory Technician",1,3646,2,"Y","Yes",4,80,11,2,0
31,"Yes",1445,"Research & Development",5,"Life Sciences",3,"Female",100,4,3,"Manufacturing Director",2,7446,1,"Y","No",3,80,10,2,8
